Date,Divisions,Channels,Product category,Cash,Actual Sales,Planned Sales
2023-08-31,Восток,B2B,Clothing,Non-Cash,1690,1625
2023-08-31,Восток,B2B,Home & Kitchen,Cash,394,525
2023-08-31,Восток,B2B,Home & Kitchen,Non-Cash,731,975
2023-08-31,Восток,B2B,Sports,Cash,686,700
2023-08-31,Восток,B2B,Sports,Non-Cash,1274,1300
2023-08-31,Восток,B2B,Books,Cash,315,350
2023-08-31,Восток,B2B,Books,Non-Cash,585,650
2023-08-31,Восток,Mobile Commerce,Electronics,Cash,803,945
2023-08-31,Восток,Mobile Commerce,Electronics,Non-Cash,1492,1755
2023-08-31,Восток,Mobile Commerce,Clothing,Cash,615,788
2023-08-31,Восток,Mobile Commerce,Clothing,Non-Cash,1140,1462
2023-08-31,Восток,Mobile Commerce,Home & Kitchen,Cash,368,472
2023-08-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,685,878
2023-08-31,Восток,Mobile Commerce,Sports,Cash,573,630
2023-08-31,Восток,Mobile Commerce,Sports,Non-Cash,1065,1170
2023-08-31,Восток,Mobile Commerce,Books,Cash,387,315
2023-08-31,Восток,Mobile Commerce,Books,Non-Cash,720,585
2023-09-30,Север,B2C,Electronics,Cash,265,315
2023-09-30,Север,B2C,Electronics,Non-Cash,491,585
2023-09-30,Север,B2C,Clothing,Cash,249,262
2023-09-30,Север,B2C,Clothing,Non-Cash,464,488
2023-09-30,Север,B2C,Home & Kitchen,Cash,177,158
2023-09-30,Север,B2C,Home & Kitchen,Non-Cash,327,292
2023-09-30,Север,B2C,Sports,Cash,258,210
2023-09-30,Север,B2C,Sports,Non-Cash,480,390
2023-09-30,Север,B2C,Books,Cash,97,105
2023-09-30,Север,B2C,Books,Non-Cash,179,195
2023-09-30,Север,B2B,Electronics,Cash,353,420
2023-09-30,Север,B2B,Electronics,Non-Cash,655,780
2023-09-30,Север,B2B,Clothing,Cash,416,350
2023-09-30,Север,B2B,Clothing,Non-Cash,774,650
2023-09-30,Север,B2B,Home & Kitchen,Cash,189,210
2023-09-30,Север,B2B,Home & Kitchen,Non-Cash,351,390
2023-09-30,Север,B2B,Sports,Cash,316,280
2023-09-30,Север,B2B,Sports,Non-Cash,588,520
2023-09-30,Север,B2B,Books,Cash,125,140
2023-09-30,Север,B2B,Books,Non-Cash,231,260
2023-09-30,Север,Mobile Commerce,Electronics,Cash,408,378
2023-09-30,Север,Mobile Commerce,Electronics,Non-Cash,758,702
2023-09-30,Север,Mobile Commerce,Clothing,Cash,249,315
2023-09-30,Север,Mobile Commerce,Clothing,Non-Cash,462,585
2023-09-30,Север,Mobile Commerce,Home & Kitchen,Cash,172,189
2023-09-30,Север,Mobile Commerce,Home & Kitchen,Non-Cash,319,351
2023-09-30,Север,Mobile Commerce,Sports,Cash,280,252
2023-09-30,Север,Mobile Commerce,Sports,Non-Cash,519,468
2023-09-30,Север,Mobile Commerce,Books,Cash,103,126
2023-09-30,Север,Mobile Commerce,Books,Non-Cash,192,234
2023-09-30,Запад,B2C,Electronics,Cash,463,472
2023-09-30,Запад,B2C,Electronics,Non-Cash,860,878
2023-09-30,Запад,B2C,Clothing,Cash,402,394
2023-09-30,Запад,B2C,Clothing,Non-Cash,746,731
2023-09-30,Запад,B2C,Home & Kitchen,Cash,286,236
2023-09-30,Запад,B2C,Home & Kitchen,Non-Cash,531,439
2023-09-30,Запад,B2C,Sports,Cash,258,315
2023-09-30,Запад,B2C,Sports,Non-Cash,480,585
2023-09-30,Запад,B2C,Books,Cash,153,158
2023-09-30,Запад,B2C,Books,Non-Cash,283,292
2023-09-30,Запад,B2B,Electronics,Cash,687,630
2023-09-30,Запад,B2B,Electronics,Non-Cash,1275,1170
2023-09-30,Запад,B2B,Clothing,Cash,551,525
2023-09-30,Запад,B2B,Clothing,Non-Cash,1024,975
2023-09-30,Запад,B2B,Home & Kitchen,Cash,287,315
2023-09-30,Запад,B2B,Home & Kitchen,Non-Cash,532,585
2023-09-30,Запад,B2B,Sports,Cash,428,420
2023-09-30,Запад,B2B,Sports,Non-Cash,796,780
2023-09-30,Запад,B2B,Books,Cash,256,210
2023-09-30,Запад,B2B,Books,Non-Cash,476,390
2023-09-30,Запад,Mobile Commerce,Electronics,Cash,692,567
2023-09-30,Запад,Mobile Commerce,Electronics,Non-Cash,1285,1053
2023-09-30,Запад,Mobile Commerce,Clothing,Cash,406,472
2023-09-30,Запад,Mobile Commerce,Clothing,Non-Cash,755,878
2023-09-30,Запад,Mobile Commerce,Home & Kitchen,Cash,278,284
2023-09-30,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,515,526
2023-09-30,Запад,Mobile Commerce,Sports,Cash,336,378
2023-09-30,Запад,Mobile Commerce,Sports,Non-Cash,625,702
2023-09-30,Запад,Mobile Commerce,Books,Cash,215,189
2023-09-30,Запад,Mobile Commerce,Books,Non-Cash,400,351
2023-09-30,Восток,B2C,Electronics,Cash,827,788
2023-09-30,Восток,B2C,Electronics,Non-Cash,1535,1462
2023-09-30,Восток,B2C,Clothing,Cash,663,656
2023-09-30,Восток,B2C,Clothing,Non-Cash,1231,1219
2023-09-30,Восток,B2C,Home & Kitchen,Cash,429,394
2023-09-30,Восток,B2C,Home & Kitchen,Non-Cash,797,731
2023-09-30,Восток,B2C,Sports,Cash,483,525
2023-09-30,Восток,B2C,Sports,Non-Cash,897,975
2023-09-30,Восток,B2C,Books,Cash,288,262
2023-09-30,Восток,B2C,Books,Non-Cash,537,488
2023-09-30,Восток,B2B,Electronics,Cash,861,1050
2023-09-30,Восток,B2B,Electronics,Non-Cash,1599,1950
2023-09-30,Восток,B2B,Clothing,Cash,1050,875
2023-09-30,Восток,B2B,Clothing,Non-Cash,1950,1625
2023-09-30,Восток,B2B,Home & Kitchen,Cash,646,525
2023-09-30,Восток,B2B,Home & Kitchen,Non-Cash,1199,975
2023-09-30,Восток,B2B,Sports,Cash,784,700
2023-09-30,Восток,B2B,Sports,Non-Cash,1456,1300
2023-09-30,Восток,B2B,Books,Cash,276,350
2023-09-30,Восток,B2B,Books,Non-Cash,514,650
2023-09-30,Восток,Mobile Commerce,Electronics,Cash,832,945
2023-09-30,Восток,Mobile Commerce,Electronics,Non-Cash,1544,1755
2023-09-30,Восток,Mobile Commerce,Clothing,Cash,883,788
2023-09-30,Восток,Mobile Commerce,Clothing,Non-Cash,1637,1462
2023-09-30,Восток,Mobile Commerce,Home & Kitchen,Cash,444,472
2023-09-30,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,825,878
2023-09-30,Восток,Mobile Commerce,Sports,Cash,743,630
2023-09-30,Восток,Mobile Commerce,Sports,Non-Cash,1381,1170
2023-09-30,Восток,Mobile Commerce,Books,Cash,261,315
2023-09-30,Восток,Mobile Commerce,Books,Non-Cash,486,585
2023-10-31,Север,B2C,Electronics,Cash,337,315
2023-10-31,Север,B2C,Electronics,Non-Cash,626,585
2023-10-31,Север,B2C,Clothing,Cash,241,262
2023-10-31,Север,B2C,Clothing,Non-Cash,449,488
2023-10-31,Север,B2C,Home & Kitchen,Cash,126,158
2023-10-31,Север,B2C,Home & Kitchen,Non-Cash,234,292
2023-10-31,Север,B2C,Sports,Cash,233,210
2023-10-31,Север,B2C,Sports,Non-Cash,433,390
2023-10-31,Север,B2C,Books,Cash,80,105
2023-10-31,Север,B2C,Books,Non-Cash,148,195
2023-10-31,Север,B2B,Electronics,Cash,437,420
2023-10-31,Север,B2B,Electronics,Non-Cash,811,780
2023-10-31,Север,B2B,Clothing,Cash,280,350
2023-10-31,Север,B2B,Clothing,Non-Cash,520,650
2023-10-31,Север,B2B,Home & Kitchen,Cash,191,210
2023-10-31,Север,B2B,Home & Kitchen,Non-Cash,355,390
2023-10-31,Север,B2B,Sports,Cash,316,280
2023-10-31,Север,B2B,Sports,Non-Cash,588,520
2023-10-31,Север,B2B,Books,Cash,161,140
2023-10-31,Север,B2B,Books,Non-Cash,299,260
2023-10-31,Север,Mobile Commerce,Electronics,Cash,367,378
2023-10-31,Север,Mobile Commerce,Electronics,Non-Cash,681,702
2023-10-31,Север,Mobile Commerce,Clothing,Cash,331,315
2023-10-31,Север,Mobile Commerce,Clothing,Non-Cash,614,585
2023-10-31,Север,Mobile Commerce,Home & Kitchen,Cash,178,189
2023-10-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,330,351
2023-10-31,Север,Mobile Commerce,Sports,Cash,199,252
2023-10-31,Север,Mobile Commerce,Sports,Non-Cash,370,468
2023-10-31,Север,Mobile Commerce,Books,Cash,120,126
2023-10-31,Север,Mobile Commerce,Books,Non-Cash,222,234
2023-10-31,Запад,B2C,Electronics,Cash,552,472
2023-10-31,Запад,B2C,Electronics,Non-Cash,1027,878
2023-10-31,Запад,B2C,Clothing,Cash,335,394
2023-10-31,Запад,B2C,Clothing,Non-Cash,621,731
2023-10-31,Запад,B2C,Home & Kitchen,Cash,184,236
2023-10-31,Запад,B2C,Home & Kitchen,Non-Cash,342,439
2023-10-31,Запад,B2C,Sports,Cash,306,315
2023-10-31,Запад,B2C,Sports,Non-Cash,567,585
2023-10-31,Запад,B2C,Books,Cash,177,158
2023-10-31,Запад,B2C,Books,Non-Cash,327,292
2023-10-31,Запад,B2B,Electronics,Cash,655,630
2023-10-31,Запад,B2B,Electronics,Non-Cash,1217,1170
2023-10-31,Запад,B2B,Clothing,Cash,609,525
2023-10-31,Запад,B2B,Clothing,Non-Cash,1131,975
2023-10-31,Запад,B2B,Home & Kitchen,Cash,362,315
2023-10-31,Запад,B2B,Home & Kitchen,Non-Cash,673,585
2023-10-31,Запад,B2B,Sports,Cash,386,420
2023-10-31,Запад,B2B,Sports,Non-Cash,718,780
2023-10-31,Запад,B2B,Books,Cash,241,210
2023-10-31,Запад,B2B,Books,Non-Cash,448,390
2023-10-31,Запад,Mobile Commerce,Electronics,Cash,663,567
2023-10-31,Запад,Mobile Commerce,Electronics,Non-Cash,1232,1053
2023-10-31,Запад,Mobile Commerce,Clothing,Cash,496,472
2023-10-31,Запад,Mobile Commerce,Clothing,Non-Cash,922,878
2023-10-31,Запад,Mobile Commerce,Home & Kitchen,Cash,295,284
2023-10-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,547,526
2023-10-31,Запад,Mobile Commerce,Sports,Cash,408,378
2023-10-31,Запад,Mobile Commerce,Sports,Non-Cash,758,702
2023-10-31,Запад,Mobile Commerce,Books,Cash,198,189
2023-10-31,Запад,Mobile Commerce,Books,Non-Cash,369,351
2023-10-31,Восток,B2C,Electronics,Cash,953,788
2023-10-31,Восток,B2C,Electronics,Non-Cash,1769,1462
2023-10-31,Восток,B2C,Clothing,Cash,735,656
2023-10-31,Восток,B2C,Clothing,Non-Cash,1365,1219
2023-10-31,Восток,B2C,Home & Kitchen,Cash,390,394
2023-10-31,Восток,B2C,Home & Kitchen,Non-Cash,724,731
2023-10-31,Восток,B2C,Sports,Cash,478,525
2023-10-31,Восток,B2C,Sports,Non-Cash,887,975
2023-10-31,Восток,B2C,Books,Cash,288,262
2023-10-31,Восток,B2C,Books,Non-Cash,537,488
2023-10-31,Восток,B2B,Electronics,Cash,1197,1050
2023-10-31,Восток,B2B,Electronics,Non-Cash,2223,1950
2023-10-31,Восток,B2B,Clothing,Cash,910,875
2023-10-31,Восток,B2B,Clothing,Non-Cash,1690,1625
2023-10-31,Восток,B2B,Home & Kitchen,Cash,399,525
2023-10-31,Восток,B2B,Home & Kitchen,Non-Cash,741,975
2023-10-31,Восток,B2B,Sports,Cash,686,700
2023-10-31,Восток,B2B,Sports,Non-Cash,1274,1300
2023-10-31,Восток,B2B,Books,Cash,290,350
2023-10-31,Восток,B2B,Books,Non-Cash,540,650
2023-10-31,Восток,Mobile Commerce,Electronics,Cash,709,945
2023-10-31,Восток,Mobile Commerce,Electronics,Non-Cash,1316,1755
2023-10-31,Восток,Mobile Commerce,Clothing,Cash,772,788
2023-10-31,Восток,Mobile Commerce,Clothing,Non-Cash,1433,1462
2023-10-31,Восток,Mobile Commerce,Home & Kitchen,Cash,529,472
2023-10-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,983,878
2023-10-31,Восток,Mobile Commerce,Sports,Cash,769,630
2023-10-31,Восток,Mobile Commerce,Sports,Non-Cash,1427,1170
2023-10-31,Восток,Mobile Commerce,Books,Cash,318,315
2023-10-31,Восток,Mobile Commerce,Books,Non-Cash,591,585
2023-11-30,Север,B2C,Electronics,Cash,315,315
2023-11-30,Север,B2C,Electronics,Non-Cash,585,585
2023-11-30,Север,B2C,Clothing,Cash,262,262
2023-11-30,Север,B2C,Clothing,Non-Cash,488,488
2023-11-30,Север,B2C,Home & Kitchen,Cash,128,158
2023-11-30,Север,B2C,Home & Kitchen,Non-Cash,237,292
2023-11-30,Север,B2C,Sports,Cash,208,210
2023-11-30,Север,B2C,Sports,Non-Cash,386,390
2023-11-30,Север,B2C,Books,Cash,94,105
2023-11-30,Север,B2C,Books,Non-Cash,176,195
2023-11-30,Север,B2B,Electronics,Cash,470,420
2023-11-30,Север,B2B,Electronics,Non-Cash,874,780
2023-11-30,Север,B2B,Clothing,Cash,406,350
2023-11-30,Север,B2B,Clothing,Non-Cash,754,650
2023-11-30,Север,B2B,Home & Kitchen,Cash,193,210
2023-11-30,Север,B2B,Home & Kitchen,Non-Cash,359,390
2023-11-30,Север,B2B,Sports,Cash,255,280
2023-11-30,Север,B2B,Sports,Non-Cash,473,520
2023-11-30,Север,B2B,Books,Cash,172,140
2023-11-30,Север,B2B,Books,Non-Cash,320,260
2023-11-30,Север,Mobile Commerce,Electronics,Cash,446,378
2023-11-30,Север,Mobile Commerce,Electronics,Non-Cash,828,702
2023-11-30,Север,Mobile Commerce,Clothing,Cash,381,315
2023-11-30,Север,Mobile Commerce,Clothing,Non-Cash,708,585
2023-11-30,Север,Mobile Commerce,Home & Kitchen,Cash,151,189
2023-11-30,Север,Mobile Commerce,Home & Kitchen,Non-Cash,281,351
2023-11-30,Север,Mobile Commerce,Sports,Cash,237,252
2023-11-30,Север,Mobile Commerce,Sports,Non-Cash,440,468
2023-11-30,Север,Mobile Commerce,Books,Cash,154,126
2023-11-30,Север,Mobile Commerce,Books,Non-Cash,285,234
2023-11-30,Запад,B2C,Electronics,Cash,458,472
2023-11-30,Запад,B2C,Electronics,Non-Cash,852,878
2023-11-30,Запад,B2C,Clothing,Cash,473,394
2023-11-30,Запад,B2C,Clothing,Non-Cash,877,731
2023-11-30,Запад,B2C,Home & Kitchen,Cash,203,236
2023-11-30,Запад,B2C,Home & Kitchen,Non-Cash,378,439
2023-11-30,Запад,B2C,Sports,Cash,271,315
2023-11-30,Запад,B2C,Sports,Non-Cash,503,585
2023-11-30,Запад,B2C,Books,Cash,171,158
2023-11-30,Запад,B2C,Books,Non-Cash,315,292
2023-11-30,Запад,B2B,Electronics,Cash,517,630
2023-11-30,Запад,B2B,Electronics,Non-Cash,959,1170
2023-11-30,Запад,B2B,Clothing,Cash,530,525
2023-11-30,Запад,B2B,Clothing,Non-Cash,985,975
2023-11-30,Запад,B2B,Home & Kitchen,Cash,387,315
2023-11-30,Запад,B2B,Home & Kitchen,Non-Cash,720,585
2023-11-30,Запад,B2B,Sports,Cash,344,420
2023-11-30,Запад,B2B,Sports,Non-Cash,640,780
2023-11-30,Запад,B2B,Books,Cash,256,210
2023-11-30,Запад,B2B,Books,Non-Cash,476,390
2023-11-30,Запад,Mobile Commerce,Electronics,Cash,607,567
2023-11-30,Запад,Mobile Commerce,Electronics,Non-Cash,1127,1053
2023-11-30,Запад,Mobile Commerce,Clothing,Cash,524,472
2023-11-30,Запад,Mobile Commerce,Clothing,Non-Cash,975,878
2023-11-30,Запад,Mobile Commerce,Home & Kitchen,Cash,264,284
2023-11-30,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,489,526
2023-11-30,Запад,Mobile Commerce,Sports,Cash,370,378
2023-11-30,Запад,Mobile Commerce,Sports,Non-Cash,688,702
2023-11-30,Запад,Mobile Commerce,Books,Cash,181,189
2023-11-30,Запад,Mobile Commerce,Books,Non-Cash,337,351
2023-11-30,Восток,B2C,Electronics,Cash,607,788
2023-11-30,Восток,B2C,Electronics,Non-Cash,1126,1462
2023-11-30,Восток,B2C,Clothing,Cash,544,656
2023-11-30,Восток,B2C,Clothing,Non-Cash,1012,1219
2023-11-30,Восток,B2C,Home & Kitchen,Cash,335,394
2023-11-30,Восток,B2C,Home & Kitchen,Non-Cash,621,731
2023-11-30,Восток,B2C,Sports,Cash,420,525
2023-11-30,Восток,B2C,Sports,Non-Cash,780,975
2023-11-30,Восток,B2C,Books,Cash,296,262
2023-11-30,Восток,B2C,Books,Non-Cash,551,488
2023-11-30,Восток,B2B,Electronics,Cash,1186,1050
2023-11-30,Восток,B2B,Electronics,Non-Cash,2204,1950
2023-11-30,Восток,B2B,Clothing,Cash,971,875
2023-11-30,Восток,B2B,Clothing,Non-Cash,1804,1625
2023-11-30,Восток,B2B,Home & Kitchen,Cash,399,525
2023-11-30,Восток,B2B,Home & Kitchen,Non-Cash,741,975
2023-11-30,Восток,B2B,Sports,Cash,777,700
2023-11-30,Восток,B2B,Sports,Non-Cash,1443,1300
2023-11-30,Восток,B2B,Books,Cash,280,350
2023-11-30,Восток,B2B,Books,Non-Cash,520,650
2023-11-30,Восток,Mobile Commerce,Electronics,Cash,756,945
2023-11-30,Восток,Mobile Commerce,Electronics,Non-Cash,1404,1755
2023-11-30,Восток,Mobile Commerce,Clothing,Cash,890,788
2023-11-30,Восток,Mobile Commerce,Clothing,Non-Cash,1652,1462
2023-11-30,Восток,Mobile Commerce,Home & Kitchen,Cash,519,472
2023-11-30,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,966,878
2023-11-30,Восток,Mobile Commerce,Sports,Cash,624,630
2023-11-30,Восток,Mobile Commerce,Sports,Non-Cash,1158,1170
2023-11-30,Восток,Mobile Commerce,Books,Cash,391,315
2023-11-30,Восток,Mobile Commerce,Books,Non-Cash,725,585
2023-12-31,Север,B2C,Electronics,Cash,284,315
2023-12-31,Север,B2C,Electronics,Non-Cash,526,585
2023-12-31,Север,B2C,Clothing,Cash,249,262
2023-12-31,Север,B2C,Clothing,Non-Cash,464,488
2023-12-31,Север,B2C,Home & Kitchen,Cash,133,158
2023-12-31,Север,B2C,Home & Kitchen,Non-Cash,245,292
2023-12-31,Север,B2C,Sports,Cash,166,210
2023-12-31,Север,B2C,Sports,Non-Cash,308,390
2023-12-31,Север,B2C,Books,Cash,130,105
2023-12-31,Север,B2C,Books,Non-Cash,242,195
2023-12-31,Север,B2B,Electronics,Cash,416,420
2023-12-31,Север,B2B,Electronics,Non-Cash,772,780
2023-12-31,Север,B2B,Clothing,Cash,368,350
2023-12-31,Север,B2B,Clothing,Non-Cash,682,650
2023-12-31,Север,B2B,Home & Kitchen,Cash,162,210
2023-12-31,Север,B2B,Home & Kitchen,Non-Cash,300,390
2023-12-31,Север,B2B,Sports,Cash,263,280
2023-12-31,Север,B2B,Sports,Non-Cash,489,520
2023-12-31,Север,B2B,Books,Cash,109,140
2023-12-31,Север,B2B,Books,Non-Cash,203,260
2023-12-31,Север,Mobile Commerce,Electronics,Cash,333,378
2023-12-31,Север,Mobile Commerce,Electronics,Non-Cash,618,702
2023-12-31,Север,Mobile Commerce,Clothing,Cash,271,315
2023-12-31,Север,Mobile Commerce,Clothing,Non-Cash,503,585
2023-12-31,Север,Mobile Commerce,Home & Kitchen,Cash,166,189
2023-12-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,309,351
2023-12-31,Север,Mobile Commerce,Sports,Cash,280,252
2023-12-31,Север,Mobile Commerce,Sports,Non-Cash,519,468
2023-12-31,Север,Mobile Commerce,Books,Cash,116,126
2023-12-31,Север,Mobile Commerce,Books,Non-Cash,215,234
2023-12-31,Запад,B2C,Electronics,Cash,477,472
2023-12-31,Запад,B2C,Electronics,Non-Cash,887,878
2023-12-31,Запад,B2C,Clothing,Cash,319,394
2023-12-31,Запад,B2C,Clothing,Non-Cash,592,731
2023-12-31,Запад,B2C,Home & Kitchen,Cash,288,236
2023-12-31,Запад,B2C,Home & Kitchen,Non-Cash,536,439
2023-12-31,Запад,B2C,Sports,Cash,343,315
2023-12-31,Запад,B2C,Sports,Non-Cash,638,585
2023-12-31,Запад,B2C,Books,Cash,152,158
2023-12-31,Запад,B2C,Books,Non-Cash,280,292
2023-12-31,Запад,B2B,Electronics,Cash,598,630
2023-12-31,Запад,B2B,Electronics,Non-Cash,1112,1170
2023-12-31,Запад,B2B,Clothing,Cash,614,525
2023-12-31,Запад,B2B,Clothing,Non-Cash,1141,975
2023-12-31,Запад,B2B,Home & Kitchen,Cash,290,315
2023-12-31,Запад,B2B,Home & Kitchen,Non-Cash,538,585
2023-12-31,Запад,B2B,Sports,Cash,470,420
2023-12-31,Запад,B2B,Sports,Non-Cash,874,780
2023-12-31,Запад,B2B,Books,Cash,210,210
2023-12-31,Запад,B2B,Books,Non-Cash,390,390
2023-12-31,Запад,Mobile Commerce,Electronics,Cash,544,567
2023-12-31,Запад,Mobile Commerce,Electronics,Non-Cash,1011,1053
2023-12-31,Запад,Mobile Commerce,Clothing,Cash,524,472
2023-12-31,Запад,Mobile Commerce,Clothing,Non-Cash,975,878
2023-12-31,Запад,Mobile Commerce,Home & Kitchen,Cash,224,284
2023-12-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,416,526
2023-12-31,Запад,Mobile Commerce,Sports,Cash,461,378
2023-12-31,Запад,Mobile Commerce,Sports,Non-Cash,856,702
2023-12-31,Запад,Mobile Commerce,Books,Cash,206,189
2023-12-31,Запад,Mobile Commerce,Books,Non-Cash,383,351
2023-12-31,Восток,B2C,Electronics,Cash,678,788
2023-12-31,Восток,B2C,Electronics,Non-Cash,1257,1462
2023-12-31,Восток,B2C,Clothing,Cash,715,656
2023-12-31,Восток,B2C,Clothing,Non-Cash,1329,1219
2023-12-31,Восток,B2C,Home & Kitchen,Cash,426,394
2023-12-31,Восток,B2C,Home & Kitchen,Non-Cash,789,731
2023-12-31,Восток,B2C,Sports,Cash,635,525
2023-12-31,Восток,B2C,Sports,Non-Cash,1180,975
2023-12-31,Восток,B2C,Books,Cash,246,262
2023-12-31,Восток,B2C,Books,Non-Cash,459,488
2023-12-31,Восток,B2B,Electronics,Cash,1292,1050
2023-12-31,Восток,B2B,Electronics,Non-Cash,2398,1950
2023-12-31,Восток,B2B,Clothing,Cash,752,875
2023-12-31,Восток,B2B,Clothing,Non-Cash,1398,1625
2023-12-31,Восток,B2B,Home & Kitchen,Cash,567,525
2023-12-31,Восток,B2B,Home & Kitchen,Non-Cash,1053,975
2023-12-31,Восток,B2B,Sports,Cash,700,700
2023-12-31,Восток,B2B,Sports,Non-Cash,1300,1300
2023-12-31,Восток,B2B,Books,Cash,378,350
2023-12-31,Восток,B2B,Books,Non-Cash,702,650
2023-12-31,Восток,Mobile Commerce,Electronics,Cash,1002,945
2023-12-31,Восток,Mobile Commerce,Electronics,Non-Cash,1860,1755
2023-12-31,Восток,Mobile Commerce,Clothing,Cash,946,788
2023-12-31,Восток,Mobile Commerce,Clothing,Non-Cash,1754,1462
2023-12-31,Восток,Mobile Commerce,Home & Kitchen,Cash,382,472
2023-12-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,711,878
2023-12-31,Восток,Mobile Commerce,Sports,Cash,630,630
2023-12-31,Восток,Mobile Commerce,Sports,Non-Cash,1170,1170
2023-12-31,Восток,Mobile Commerce,Books,Cash,312,315
2023-12-31,Восток,Mobile Commerce,Books,Non-Cash,579,585
2024-01-31,Север,B2C,Electronics,Cash,378,315
2024-01-31,Север,B2C,Electronics,Non-Cash,702,585
2024-01-31,Север,B2C,Clothing,Cash,296,262
2024-01-31,Север,B2C,Clothing,Non-Cash,551,488
2024-01-31,Север,B2C,Home & Kitchen,Cash,144,158
2024-01-31,Север,B2C,Home & Kitchen,Non-Cash,266,292
2024-01-31,Север,B2C,Sports,Cash,206,210
2024-01-31,Север,B2C,Sports,Non-Cash,382,390
2024-01-31,Север,B2C,Books,Cash,106,105
2024-01-31,Север,B2C,Books,Non-Cash,197,195
2024-01-31,Север,B2B,Electronics,Cash,328,420
2024-01-31,Север,B2B,Electronics,Non-Cash,608,780
2024-01-31,Север,B2B,Clothing,Cash,354,350
2024-01-31,Север,B2B,Clothing,Non-Cash,656,650
2024-01-31,Север,B2B,Home & Kitchen,Cash,254,210
2024-01-31,Север,B2B,Home & Kitchen,Non-Cash,472,390
2024-01-31,Север,B2B,Sports,Cash,291,280
2024-01-31,Север,B2B,Sports,Non-Cash,541,520
2024-01-31,Север,B2B,Books,Cash,108,140
2024-01-31,Север,B2B,Books,Non-Cash,200,260
2024-01-31,Север,Mobile Commerce,Electronics,Cash,302,378
2024-01-31,Север,Mobile Commerce,Electronics,Non-Cash,562,702
2024-01-31,Север,Mobile Commerce,Clothing,Cash,258,315
2024-01-31,Север,Mobile Commerce,Clothing,Non-Cash,480,585
2024-01-31,Север,Mobile Commerce,Home & Kitchen,Cash,170,189
2024-01-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,316,351
2024-01-31,Север,Mobile Commerce,Sports,Cash,224,252
2024-01-31,Север,Mobile Commerce,Sports,Non-Cash,417,468
2024-01-31,Север,Mobile Commerce,Books,Cash,139,126
2024-01-31,Север,Mobile Commerce,Books,Non-Cash,257,234
2024-01-31,Запад,B2C,Electronics,Cash,538,472
2024-01-31,Запад,B2C,Electronics,Non-Cash,1001,878
2024-01-31,Запад,B2C,Clothing,Cash,323,394
2024-01-31,Запад,B2C,Clothing,Non-Cash,599,731
2024-01-31,Запад,B2C,Home & Kitchen,Cash,267,236
2024-01-31,Запад,B2C,Home & Kitchen,Non-Cash,496,439
2024-01-31,Запад,B2C,Sports,Cash,328,315
2024-01-31,Запад,B2C,Sports,Non-Cash,608,585
2024-01-31,Запад,B2C,Books,Cash,196,158
2024-01-31,Запад,B2C,Books,Non-Cash,362,292
2024-01-31,Запад,B2B,Electronics,Cash,542,630
2024-01-31,Запад,B2B,Electronics,Non-Cash,1006,1170
2024-01-31,Запад,B2B,Clothing,Cash,410,525
2024-01-31,Запад,B2B,Clothing,Non-Cash,760,975
2024-01-31,Запад,B2B,Home & Kitchen,Cash,277,315
2024-01-31,Запад,B2B,Home & Kitchen,Non-Cash,515,585
2024-01-31,Запад,B2B,Sports,Cash,416,420
2024-01-31,Запад,B2B,Sports,Non-Cash,772,780
2024-01-31,Запад,B2B,Books,Cash,166,210
2024-01-31,Запад,B2B,Books,Non-Cash,308,390
2024-01-31,Запад,Mobile Commerce,Electronics,Cash,550,567
2024-01-31,Запад,Mobile Commerce,Electronics,Non-Cash,1021,1053
2024-01-31,Запад,Mobile Commerce,Clothing,Cash,491,472
2024-01-31,Запад,Mobile Commerce,Clothing,Non-Cash,913,878
2024-01-31,Запад,Mobile Commerce,Home & Kitchen,Cash,321,284
2024-01-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,594,526
2024-01-31,Запад,Mobile Commerce,Sports,Cash,325,378
2024-01-31,Запад,Mobile Commerce,Sports,Non-Cash,604,702
2024-01-31,Запад,Mobile Commerce,Books,Cash,168,189
2024-01-31,Запад,Mobile Commerce,Books,Non-Cash,312,351
2024-01-31,Восток,B2C,Electronics,Cash,733,788
2024-01-31,Восток,B2C,Electronics,Non-Cash,1360,1462
2024-01-31,Восток,B2C,Clothing,Cash,656,656
2024-01-31,Восток,B2C,Clothing,Non-Cash,1219,1219
2024-01-31,Восток,B2C,Home & Kitchen,Cash,469,394
2024-01-31,Восток,B2C,Home & Kitchen,Non-Cash,870,731
2024-01-31,Восток,B2C,Sports,Cash,410,525
2024-01-31,Восток,B2C,Sports,Non-Cash,760,975
2024-01-31,Восток,B2C,Books,Cash,293,262
